purchase_id,customer_id,product_id,quantity,total_price,recipient_name,recipient_phone,province,city,district,street_name,house_number,purchase_time
PR0006615,C03782,P0238802,1,33.05,Courtney Adams,213-651-8637,Colorado,Oak Creek,Routt,Steve Mill,9612,2024-05-06 01:39:28
PR0006668,C00414,P0238987,2,95.78,Colin Terry,568-917-8493,Nebraska,Lebanon,Red Willow,Tamara Shoals,79561,2024-05-04 05:45:20
PR0004232,C00402,P0239078,3,35.88,Kayla Rowe,725-948-3449,North Carolina,Pleasant Garden,Guilford,Reyes Shoals,316,2024-04-27 05:59:38
PR0002832,C03150,P0239187,1,107.77,Victoria Larson,252-610-3462,Pennsylvania,Saegertown,Crawford,Walters Port,23755,2024-04-18 09:37:41
PR0006503,C01402,P0239239,1,15.51,Kendra Anderson,729-479-8751,Virginia,Dublin,Pulaski,Thomas Cove,6404,2024-04-28 18:11:38
PR0007618,C06074,P0239252,3,86.19,Joann Alvarado,603-565-1101,Iowa,Postville,Allamakee,Chad Crescent,27128,2024-05-10 00:09:26
PR0001177,C02531,P0239318,1,11.96,Reginald Diaz,678-351-8666,Iowa,Camanche,Clinton,Browning Parks,6955,2024-05-10 19:02:34
PR0004770,C00325,P0239330,2,285.3,Brooke Ware,770-451-2327,Texas,Grulla,Starr,Antonio Extensions,69039,2024-04-28 17:42:21
PR0007714,C00372,P0239339,1,49.22,Nicole Duncan,258-971-9636,Ohio,Grand River,Lake,Edward Mountains,291,2024-04-19 04:39:59
PR0007038,C00700,P0239461,1,23.93,Stephen Baker,613-625-7048,Connecticut,Stamford,Fairfield,Obrien Spur,8889,2024-05-10 08:21:26
PR0006285,C05667,P0239519,2,29.44,Daniel Moore,224-590-4460,Texas,Cumby,Hopkins,Kristin Coves,782,2024-05-06 00:28:42
PR0006780,C01303,P0239592,1,4.78,Parker Cain,959-274-8572,Ohio,Williamsfield,Ashtabula,Smith Green,2078,2024-04-19 20:07:46
PR0006145,C02002,P0239607,1,44.55,Courtney Smith,982-285-6854,Kansas,Newton,Harvey,Beth Gateway,64212,2024-05-14 07:17:48
PR0008265,C01641,P0239619,1,16.75,Rodney Figueroa,543-917-9170,Georgia,Hull,Madison,Nicholson Passage,14862,2024-05-10 22:23:44
PR0002585,C01747,P0239636,1,23.93,Miss Tamara Cruz,689-990-4816,New Mexico,El Rito,Rio Arriba,Mark Squares,270,2024-05-08 17:35:20
PR0005806,C04670,P0239650,2,119.74,John Garcia,874-330-1593,Virginia,La Crosse,Mecklenburg,Carmen Hills,96,2024-05-06 08:34:10
PR0007853,C03509,P0239687,1,138.91,Joshua Taylor,574-927-3148,Alabama,Belk,Fayette,Joshua Gateway,78108,2024-05-08 19:18:58
PR0003105,C02864,P0239724,5,131.7,Paul Lewis,834-606-9528,Pennsylvania,Villa Maria,Lawrence,Powell Estates,7621,2024-05-11 19:21:24
PR0004517,C00629,P0239725,1,77.83,Heather Kline,516-846-9372,South Carolina,Cowpens,Spartanburg,Daniel Ports,7914,2024-05-07 07:59:52
PR0005376,C01332,P0239740,1,11.38,Taylor Shaffer,493-203-4155,Texas,Bellaire,Harris,Danny Alley,91813,2024-04-21 20:00:23
PR0005345,C01985,P0239751,2,252.94,Amy Ford,549-837-5925,Puerto Rico,San Sebastian,San Sebastian,Corey Trail,1382,2024-04-19 07:32:35
PR0008399,C04482,P0239786,5,53.85,Amy Kelley,446-971-5134,North Dakota,Grace City,Foster,Tanner Fords,597,2024-04-20 21:10:51
PR0006643,C06103,P0239796,2,7.16,Paula Carlson,242-803-2985,Missouri,Faucett,Buchanan,Watts Island,7248,2024-05-01 19:34:51
PR0007630,C05269,P0239816,1,12.56,Miguel Stewart,625-690-5679,Kansas,Miltonvale,Cloud,Gutierrez Corner,224,2024-04-17 18:36:22
PR0006156,C03227,P0239827,2,47.66,Kristen Peters,678-338-8706,California,Hat Creek,Shasta,Katherine Canyon,627,2024-05-14 19:25:30
PR0006936,C03186,P0239865,1,53.88,Alyssa Freeman,677-948-7341,North Dakota,New Leipzig,Grant,Darlene Knolls,2420,2024-05-06 08:31:34
PR0002482,C02830,P0239882,1,5.98,Jeffrey Edwards,714-669-8008,Pennsylvania,Hyner,Clinton,Victoria Crest,4466,2024-05-04 23:31:08
PR0005573,C03901,P0239917,1,8.98,Carolyn Martinez,661-700-4576,California,Mountain Center,Riverside,Elliott Springs,42097,2024-05-03 06:58:21
PR0007246,C01270,P0239947,2,830.94,Christina Weber,952-478-7212,Washington,Bremerton,Kitsap,Greene Mews,3795,2024-04-18 06:38:19
PR0000867,C00648,P0239981,2,23.92,Brandy Peterson,222-598-5189,Colorado,Egnar,San Miguel,Castillo Drive,5976,2024-04-24 19:17:20
PR0004327,C06280,P0240042,1,35.27,Bobby Dunlap,929-759-7573,Kansas,Buhler,Reno,Wendy Estates,729,2024-04-27 17:46:58
PR0007617,C05685,P0240105,2,71.62,Andrew Maldonado,412-932-5031,Illinois,Oraville,Jackson,Hickman Meadow,793,2024-04-29 09:50:19
PR0000929,C04741,P0240176,1,910.18,Jason Gamble,644-799-2250,Florida,Lawtey,Bradford,Kane Stream,18716,2024-04-29 04:33:48
PR0003160,C00224,P0240213,1,20.35,Emily Roth,341-501-1815,Georgia,Hull,Madison,Terri Throughway,9217,2024-05-09 09:56:57
PR0003753,C00715,P0240478,2,241.92,Yvonne Robinson,622-879-5240,Oregon,Curtin,Douglas,Marcus Wells,47621,2024-04-17 08:34:06
PR0004820,C04017,P0240529,5,353.25,Jeffrey Pugh,465-410-7022,Kansas,Brownell,Ness,Linda Wall,49,2024-05-09 11:33:06
PR0007888,C03539,P0240563,2,87.36,Patrick Smith,977-694-6248,Hawaii,Kealia,Kauai,April Lane,356,2024-04-25 00:06:15
PR0001927,C01731,P0240607,1,47.31,Scott Williams,758-414-2921,Minnesota,Young America,Carver,Joshua Shoals,74966,2024-05-01 02:12:51
PR0002953,C02334,P0240628,1,8.98,Connor King,986-983-4458,Virginia,Reedville,Northumberland,Courtney Road,47,2024-04-15 00:50:31
PR0005897,C05322,P0240660,1,8.98,Emily Matthews,281-628-6115,Nebraska,Ithaca,Saunders,Bowman Pass,858,2024-05-12 07:11:13
PR0001376,C04588,P0240667,2,47.88,Kristin Hernandez,924-384-7346,Texas,Pawnee,Bee,Morgan Fords,84446,2024-04-28 16:45:29
PR0004402,C02658,P0240693,1,12.65,John Bradford,767-666-7032,New Hampshire,Sunapee,Sullivan,Michelle Village,9473,2024-05-10 14:49:48
PR0004466,C00319,P0240783,1,9.58,Steven Vega,729-756-7716,Colorado,Beulah,Pueblo,Timothy Cliff,353,2024-05-06 22:46:55
PR0000733,C01470,P0240785,1,84.9,Patrick Price,721-793-5387,Mississippi,Mccomb,Pike,David Ford,6729,2024-05-11 12:33:47
PR0001358,C00658,P0240803,3,57.45,Nicholas Lawrence,403-558-5737,Missouri,West Alton,Saint Charles,Gregory Park,687,2024-04-20 03:27:31
PR0007757,C05632,P0240831,1,11.96,Erin Graves,785-787-1676,Maine,Troy,Waldo,Emily Loaf,7387,2024-04-28 04:57:57
PR0000209,C02037,P0240880,1,13.16,Christopher Nichols,566-642-4073,Georgia,Ellerslie,Harris,Robert Islands,94231,2024-05-14 13:56:52
PR0006302,C00116,P0240949,1,11.96,Aaron Zamora,971-285-9174,Pennsylvania,Glenmoore,Chester,Richard Branch,67318,2024-05-10 18:41:24
PR0004325,C04027,P0240982,3,21.51,Nicholas Mclean,561-884-9084,Florida,Apollo Beach,Hillsborough,Melissa View,66251,2024-05-03 16:53:57
PR0000653,C03928,P0241008,3,17.94,Angela Lopez,608-247-5019,Oklahoma,Putnam,Dewey,Jamie Loop,20707,2024-05-04 21:37:55
PR0001559,C04355,P0241027,3,46.68,James Cannon,792-374-1837,Missouri,Poplar Bluff,Butler,Arias Estate,536,2024-04-22 05:38:04
PR0000964,C03943,P0241106,1,17.95,Carolyn Bradley,668-906-2139,New Hampshire,Hollis,Hillsborough,Jennifer Mews,7133,2024-05-12 02:09:59
PR0000286,C02175,P0241147,5,143.65,Nicole Williamson,712-968-9645,South Dakota,Canton,Lincoln,Patricia Springs,53542,2024-05-12 11:51:42
PR0002694,C03280,P0241164,1,22.74,Mr. Dennis Mcdowell,464-704-8944,North Carolina,Hudson,Caldwell,Dunn Ridges,45802,2024-05-13 11:48:59
PR0003462,C01556,P0241179,1,11.96,Jessica Spears,666-718-3147,Virginia,Haymarket,Prince William,Montgomery Highway,18914,2024-04-26 18:56:44
PR0004192,C03606,P0241191,2,35.9,Tamara May,465-634-7543,Tennessee,Erin,Houston,Garner Coves,3772,2024-05-10 18:00:46
PR0003997,C02881,P0241227,2,35.9,Todd White,313-447-7507,Mississippi,Booneville,Prentiss,Moran Corner,18002,2024-05-01 19:26:50
PR0005329,C03806,P0241279,3,35.88,Joseph Cruz,521-636-4178,West Virginia,Berwind,Mcdowell,Rasmussen Canyon,741,2024-04-30 10:55:19
PR0006163,C05045,P0241291,1,11.96,Evan Todd,850-895-1798,Vermont,Waterville,Lamoille,Hall Gardens,2629,2024-05-09 00:16:17
PR0003195,C01883,P0241366,2,50.28,Michelle Craig,249-659-8138,Tennessee,Normandy,Bedford,Rich Manors,81062,2024-04-24 09:24:40
PR0006564,C05127,P0241423,2,13.18,Sarah Randolph,838-723-7933,Colorado,South Fork,Rio Grande,Bruce Streets,38012,2024-05-15 03:28:41
PR0000881,C03609,P0241457,1,10.77,Jocelyn Davis,642-724-1432,West Virginia,Baxter,Marion,Laura Viaduct,3759,2024-05-15 05:30:33
PR0006916,C05981,P0241489,1,5.62,Jennifer Dominguez,249-736-8680,New Jersey,Cape May,Cape May,Clarence Station,642,2024-04-20 12:02:07
PR0003123,C05523,P0241527,2,38.3,Eric Rush,429-736-1246,Texas,Doucette,Tyler,Skinner Light,7569,2024-05-11 01:17:47
PR0000068,C00601,P0241533,2,23.92,Michael Arroyo,598-480-6174,New Hampshire,Peterborough,Hillsborough,Brown Locks,6706,2024-05-05 17:00:07
PR0006037,C02752,P0241544,1,22.74,Steven Bates,943-342-3559,Mississippi,Sledge,Tunica,Garcia Curve,634,2024-05-04 22:54:15
PR0007229,C01661,P0241564,2,21.54,Chloe Schneider,518-647-3116,Georgia,Harlem,Columbia,Stefanie Viaduct,2289,2024-04-29 07:55:06
PR0005788,C02543,P0241603,1,29.93,Dr. William Warren,439-341-1793,Tennessee,Kingston Springs,Cheatham,Burke Groves,10420,2024-05-06 01:42:14
PR0006733,C04059,P0241634,2,6.46,Jennifer Rivera,305-448-2407,Tennessee,Rockvale,Rutherford,Leonard Fords,362,2024-04-20 19:50:53
PR0007826,C00261,P0241642,1,11.96,Tracey Wells,564-811-6837,Texas,Daisetta,Liberty,Shawn Inlet,60234,2024-04-17 09:47:27
PR0008275,C02278,P0241654,1,10.77,Jacob Peters,622-592-5740,New York,Guilford,Chenango,Angela Fords,974,2024-05-05 22:19:45
PR0002218,C04380,P0241814,1,6.1,Christopher Hernandez,865-239-2138,Pennsylvania,New Bloomfield,Perry,Gregory Trail,779,2024-04-19 19:21:42
PR0001776,C02632,P0241943,1,10.77,David Francis,210-833-1887,Kentucky,South Williamson,Pike,Morgan Wall,871,2024-05-02 13:43:31
PR0005559,C05841,P0242015,2,11.96,Mark Le,833-386-3630,Massachusetts,Roslindale,Suffolk,Gutierrez Parks,14294,2024-05-11 17:52:26
PR0005104,C03451,P0242043,1,14.36,Miss Jennifer Williams MD,566-546-3848,New York,Chenango Bridge,Broome,Avery Pine,4346,2024-04-29 01:37:25
PR0003159,C05443,P0242058,1,11.96,Rebecca Johnson,264-210-9417,New Jersey,Moonachie,Bergen,Baker Circles,7040,2024-04-15 17:09:55
PR0001273,C01816,P0242176,2,71.84,Manuel Morrison,683-852-3674,Virginia,La Crosse,Mecklenburg,Anthony Center,6260,2024-05-15 08:09:36
PR0001895,C03786,P0242203,3,32.31,Kristy Hart,654-396-8464,Pennsylvania,Bernville,Berks,Mary Valleys,8427,2024-05-12 21:10:03
PR0001665,C06383,P0242377,1,11.6,Curtis Wilkerson,558-578-5086,Texas,Burton,Washington,Keith Loaf,715,2024-05-12 20:12:28
PR0000226,C05477,P0242397,1,11.86,Kimberly Reeves,886-212-8274,Texas,Azle,Parker,Pierce Inlet,860,2024-04-16 13:41:29
PR0005766,C00346,P0242423,3,30.51,Mark Jones,808-301-9399,Ohio,Wooster,Wayne,Brown Lodge,83976,2024-05-07 23:58:13
PR0003313,C02888,P0242493,1,16.16,Kevin Jennings,539-504-9582,Maine,Topsham,Sagadahoc,Brianna Course,122,2024-05-06 21:43:49
PR0001641,C00483,P0242501,3,17.94,David Rodriguez PhD,627-512-4246,New York,Chenango Bridge,Broome,Conley Pine,221,2024-04-25 13:01:18
PR0001390,C03266,P0242501,2,11.96,Morgan Rowe,456-312-9130,Georgia,Ideal,Macon,Trujillo Inlet,963,2024-04-26 02:26:38
PR0007283,C03002,P0242504,2,35.9,Allison Smith,522-780-8239,New Jersey,Moonachie,Bergen,Joshua Groves,26549,2024-04-18 17:46:12
PR0002233,C05111,P0242587,1,5.5,Valerie Conley,510-852-4232,Iowa,Sioux City,Woodbury,William Estates,553,2024-05-06 05:26:28
PR0005597,C00065,P0242642,1,17.95,Mark Perez,692-835-4882,North Dakota,Bismarck,Burleigh,Williams Meadow,3983,2024-05-07 14:36:33
PR0002444,C00423,P0242689,1,11.96,Brittany Morris,272-696-6846,New Hampshire,Sunapee,Sullivan,Matthew Mall,30397,2024-05-03 09:06:46
PR0003548,C05016,P0242712,2,16.76,Christopher Cox,907-284-4504,Virginia,Reedville,Northumberland,Stevenson Fall,8744,2024-04-24 00:06:21
PR0004629,C04999,P0242826,2,47.88,Jennifer Kelley,659-407-4190,California,Woodbridge,San Joaquin,Brian Vista,952,2024-05-04 02:43:51
PR0000906,C06070,P0242871,1,7.19,James Rodriguez,421-755-3808,Michigan,Brown City,Sanilac,Angela Station,13742,2024-04-18 14:18:10
PR0007790,C06470,P0242887,1,11.96,Michelle Lewis,861-804-8990,Illinois,Ancona,Livingston,Taylor Point,322,2024-04-27 16:15:54
PR0000848,C04131,P0242915,3,125.7,Jodi Olson,478-796-1756,Kentucky,Winston,Estill,Jessica Loop,86171,2024-04-23 16:28:54
PR0005631,C04604,P0242948,1,5.98,Jesse Perry,617-849-9980,Missouri,Foristell,Saint Charles,Adam Ramp,48100,2024-05-05 12:10:35
PR0001056,C05352,P0242972,1,7.17,Andrew Hunt,892-662-8445,Kansas,Geneseo,Rice,Timothy Circle,798,2024-04-22 14:39:54
PR0004400,C00899,P0242988,1,26.35,Tara Dickson,336-459-4167,South Carolina,Wellford,Spartanburg,Rodriguez Square,5571,2024-04-25 22:00:06
PR0003493,C01925,P0242992,1,6.65,Kayla Wood,547-543-8224,West Virginia,Spelter,Harrison,Bridges Wells,37001,2024-05-06 15:40:29
PR0002502,C02709,P0243011,1,11.96,Kelly Edwards,824-553-5552,Connecticut,North Westchester,New London,Jones Cliff,59,2024-05-11 21:54:11
PR0005506,C06151,P0243051,2,21.54,Tiffany Miller,498-938-5509,Oklahoma,Arkoma,Le Flore,Kelsey Hill,9609,2024-05-11 22:04:32
PR0000560,C05130,P0243120,3,30.15,Daniel Franklin,370-665-2897,West Virginia,Nebo,Clay,Robert Summit,400,2024-05-14 19:28:00
PR0004216,C04810,P0243207,2,23.72,Karen Smith,781-804-6628,Illinois,Renault,Monroe,Claudia Heights,73397,2024-04-23 23:50:21
PR0008081,C04500,P0243228,1,23.94,Alexander Leon,854-630-7491,Montana,Savage,Richland,Nicholas Ports,8049,2024-04-19 03:08:41
PR0005108,C05239,P0243267,1,11.96,Rachel Jones,658-869-6067,Ohio,Stockdale,Pike,Erin Union,589,2024-04-20 10:30:10
PR0000346,C06451,P0243274,1,11.86,Robin Santiago,291-268-4398,Wisconsin,Merrimac,Sauk,Martin Circles,486,2024-04-19 11:48:24
PR0006609,C02813,P0243286,1,11.96,Justin Smith,287-496-8048,Iowa,Truro,Madison,Latoya River,488,2024-05-02 19:44:52
PR0004020,C00142,P0243393,1,4.19,Jamie Morris,219-773-4943,Oklahoma,Arkoma,Le Flore,Heather Ramp,255,2024-05-01 10:39:49
PR0006603,C05824,P0243423,2,14.34,Joel Shea,552-436-8059,Kansas,Minneola,Clark,Michael Row,36493,2024-05-03 19:21:31
PR0007387,C01823,P0243470,1,35.92,Christopher Hill,867-355-1239,Mississippi,Harriston,Jefferson,Costa Ridges,31,2024-05-09 05:01:03
PR0001002,C04407,P0243508,5,71.8,Carla Patterson,266-983-7207,California,Pioneer,Amador,White Mills,51272,2024-05-13 08:39:55
PR0003528,C01663,P0243540,2,19.16,Diana Lewis,414-637-5525,Colorado,Log Lane Village,Morgan,Foley Estates,88771,2024-05-12 21:42:20
PR0006860,C00551,P0243552,1,11.86,Karen Hicks,633-423-7869,Tennessee,Wildersville,Henderson,James Wall,3913,2024-05-06 10:34:21
PR0003377,C04346,P0243580,3,53.85,Angela Herrera,601-376-8673,New Mexico,Mc Intosh,Torrance,Joshua Inlet,83285,2024-04-30 21:58:33
PR0005604,C02336,P0243634,1,47.88,Dr. Stephanie Reilly,236-497-3303,Wisconsin,Neenah,Winnebago,Clark Circles,502,2024-05-14 12:46:41
PR0000911,C02029,P0243669,1,39.46,Shelly Martin,560-284-2526,Puerto Rico,San Sebastian,San Sebastian,Stephanie Station,162,2024-04-16 12:43:29
PR0000783,C05930,P0243685,1,22.74,Joshua Morris,362-302-3043,North Carolina,Denton,Davidson,Roberts Grove,126,2024-04-16 19:27:36
PR0003778,C00978,P0243710,1,11.96,Angie Melendez,537-537-9371,Maine,Sanford,York,Lisa Island,627,2024-05-03 11:48:47
PR0005613,C06170,P0243725,3,16.14,Russell King,620-553-2439,Indiana,Dyer,Lake,Holder Village,1271,2024-04-18 02:10:25
PR0001568,C00932,P0243741,1,26.34,Sierra Allen,719-946-4997,Vermont,East Fairfield,Franklin,Robert Circle,4860,2024-04-15 11:01:33
PR0005337,C06116,P0243751,1,7.02,Willie Durham,461-478-4714,Tennessee,Johnson City,Washington,Valentine Rue,74846,2024-05-08 04:51:38
PR0003182,C04344,P0243767,1,11.96,Joseph Williams,330-283-6552,California,Winters,Yolo,Greene Street,23141,2024-05-13 14:02:07
PR0007541,C03355,P0243789,1,9.57,Donald Diaz,351-924-1552,West Virginia,Gilboa,Nicholas,Christopher Rapid,43128,2024-04-25 18:46:37
PR0006516,C00271,P0243825,3,143.67,Nicholas Parks,463-562-8588,Missouri,Union,Franklin,Andrew Plaza,634,2024-05-12 00:05:05
PR0000561,C04434,P0243846,2,39.98,Brian Hardy,264-213-8977,California,Petrolia,Humboldt,Taylor Neck,4284,2024-05-05 20:26:53
PR0007649,C03299,P0243873,1,9.57,Jeffrey Lopez,471-351-5573,Wisconsin,Sharon,Walworth,Shepherd Hills,7720,2024-05-02 01:15:23
PR0000954,C01509,P0243881,3,21.51,Jo Keller,337-680-8038,Ohio,Antwerp,Paulding,Kyle Hills,138,2024-05-11 04:28:40
PR0005488,C02743,P0243910,2,59.86,Mrs. Brittany Ryan MD,670-318-4804,Nebraska,Holbrook,Furnas,Gibson Islands,39636,2024-04-22 22:39:26
PR0004683,C02742,P0243916,5,335.25,Angela Brown,522-718-7198,Michigan,Newport,Monroe,Nicholas Vista,120,2024-04-23 16:18:08
PR0000634,C04458,P0243959,1,5.98,Danielle Wright,468-529-2776,California,Witter Springs,Lake,Karen Summit,9842,2024-05-08 00:09:17
PR0004122,C04826,P0244043,1,9.57,Jeremy Reed,802-890-5671,Texas,Dalhart,Dallam,Brown Shoal,5600,2024-04-28 01:31:23
PR0003235,C01255,P0244081,3,25.11,Nancy Burnett,379-804-2243,South Carolina,Early Branch,Hampton,Timothy Mountains,7,2024-04-17 16:39:36
PR0006727,C03864,P0244316,1,9.57,Sandra Nelson,382-320-1985,Nebraska,Sterling,Johnson,Debbie Points,96324,2024-04-26 20:37:25
PR0000645,C04608,P0244331,1,5.99,Mr. Anthony Mcconnell PhD,416-393-6750,Arkansas,Harriet,Searcy,Carlos Springs,8250,2024-04-16 05:28:57
PR0005793,C00430,P0244391,2,11.96,Gabriel Blake,283-521-9972,New Jersey,Fanwood,Union,Smith Landing,8703,2024-05-15 22:32:05
PR0002489,C00949,P0244646,2,10.76,Stephanie Cooper,405-826-8029,Minnesota,Springfield,Brown,Wade Lane,908,2024-05-11 14:10:58
PR0002818,C02998,P0244671,1,53.88,Timothy Lucero,962-678-2369,South Dakota,Big Stone City,Grant,Torres Walks,18895,2024-05-02 14:11:00
PR0007880,C03786,P0244671,1,53.88,Miss Tina Gordon,942-906-7772,Tennessee,Grimsley,Fentress,Page Trace,8799,2024-05-11 09:46:40
PR0006336,C04660,P0244693,2,14.34,Alan Davis,421-754-1830,Louisiana,Bunkie,Avoyelles,Lyons Forks,88395,2024-04-24 17:31:30
PR0002705,C04989,P0244754,1,7.17,Teresa Allen,586-393-5181,Texas,Blessing,Matagorda,Christopher Meadow,27924,2024-05-08 13:46:40
PR0007712,C04084,P0244799,2,64.64,Ashley Allen,700-213-6879,Louisiana,Robert,Tangipahoa,Joseph Gateway,10469,2024-04-16 03:51:02
PR0004917,C03635,P0244820,1,5.51,Matthew Weber,210-360-2745,Louisiana,Evangeline,Acadia,Krystal Forest,730,2024-04-26 12:43:50
PR0007271,C05276,P0244822,1,5.14,Mark Miller,931-435-5299,Georgia,Wildwood,Dade,Rebecca Skyway,7623,2024-04-17 07:53:12
PR0004596,C02334,P0244837,1,32.46,Jared Osborn,938-725-8488,Michigan,Frankfort,Benzie,Smith Stravenue,5080,2024-04-26 02:01:41
PR0004899,C04719,P0244936,5,59.75,Kimberly Moore,270-559-3441,Michigan,Manitou Beach,Lenawee,Tanya Loop,195,2024-04-19 21:05:54
PR0001955,C01323,P0244965,1,11.95,Michael Poole,948-923-6779,Nevada,Fernley,Lyon,Stephen Ford,24345,2024-04-27 15:47:05
PR0001104,C05569,P0245057,1,9.96,Eileen Lam,278-557-4663,Iowa,Burlington,Des Moines,Emily Village,13951,2024-04-25 07:06:08
PR0003293,C01658,P0245071,3,53.79,Roy Tran,904-848-8263,New York,Johnson,Orange,Matthew Oval,4298,2024-05-07 01:52:29
PR0000016,C03977,P0245126,2,35.86,Evelyn Martinez,863-559-3267,Kentucky,Oak Grove,Christian,Schneider Trafficway,7629,2024-05-04 07:32:15
PR0007555,C05025,P0245174,5,89.65,Joanna Gonzalez,970-559-2007,New York,Chenango Bridge,Broome,Debra Flats,394,2024-05-03 11:50:26
PR0000246,C03501,P0245242,3,35.88,Jasmine Frye,221-932-9538,Arizona,San Simon,Cochise,Kelly Harbors,37574,2024-04-19 11:35:37
PR0008276,C05448,P0245278,2,94.62,Rebecca Terry,291-803-4547,Nebraska,Burwell,Garfield,Mayo Well,139,2024-05-07 02:19:55
PR0006589,C03373,P0245391,2,35.86,Veronica King,203-526-7296,Iowa,Farmersburg,Clayton,Martinez Burgs,5381,2024-05-09 16:44:53
PR0005885,C02279,P0245393,2,35.86,Michael Evans,990-583-4521,Minnesota,Essig,Brown,Hickman Cliffs,79911,2024-05-09 16:05:40
PR0000197,C00324,P0245401,5,89.65,George Wong,966-759-5618,Pennsylvania,Picture Rocks,Lycoming,Jacob Knolls,2782,2024-05-01 09:36:12
PR0008382,C01078,P0245412,2,35.86,Christian Hodges,412-988-2071,Oklahoma,Guymon,Texas,Burns Hills,171,2024-05-02 21:40:59
PR0005206,C03393,P0245440,2,23.9,Sabrina Austin,497-988-4872,Wisconsin,Bassett,Kenosha,Mendez River,7278,2024-04-16 10:04:32
PR0005393,C00838,P0245452,2,23.9,Lisa Diaz,879-506-1753,Montana,Olive,Powder River,Malik Circles,863,2024-04-15 13:27:34
PR0001393,C04103,P0245531,3,53.79,Diana Pham,582-301-9628,Minnesota,Cottonwood,Lyon,John Burgs,60498,2024-04-15 19:38:08
PR0006555,C01186,P0245643,1,11.96,Shelby Sanchez,435-570-9321,Kentucky,Midway,Woodford,Richard Fort,302,2024-04-29 06:46:38
PR0000902,C03465,P0245720,2,23.92,Johnny Walsh,353-339-5937,Texas,Sudan,Lamb,Moss Parkway,7497,2024-04-28 18:36:02
PR0000683,C02968,P0245724,1,23.94,Stephanie Wilson,816-509-3665,Ohio,Jewett,Harrison,Bruce Rapids,30466,2024-05-13 12:55:53
PR0003092,C03604,P0245938,1,11.96,Ronald Benson,657-370-3132,New Hampshire,Woodstock,Grafton,Jones Corners,94526,2024-04-18 09:29:41
PR0006294,C03631,P0245965,1,9.57,Shannon Mcguire,566-743-1546,Pennsylvania,Gibsonia,Allegheny,Allison Flats,298,2024-05-13 06:03:38
PR0006981,C02372,P0246069,2,23.72,Deborah Johnson,974-954-7731,Ohio,Botkins,Shelby,Carlos Points,769,2024-05-06 09:24:24
PR0006907,C06206,P0246138,2,23.72,Charles Norton,469-225-4904,Wisconsin,Wilmot,Kenosha,Howard Forges,58286,2024-04-28 18:35:42
PR0001833,C06433,P0246192,1,11.86,Howard King,283-729-8313,Kansas,Newton,Harvey,Adam Square,63496,2024-05-09 05:34:10
PR0003190,C05943,P0246258,1,11.86,Kathy Potts,349-912-1321,South Carolina,Swansea,Lexington,Gonzalez Trafficway,124,2024-04-16 13:17:55
PR0001335,C04100,P0246265,2,23.72,Micheal Maxwell,359-210-7273,South Carolina,Dorchester,Dorchester,Smith Ridges,26343,2024-05-06 06:17:50
PR0002078,C00583,P0246276,2,23.72,Isabella Booker,990-782-7780,California,Patton,San Bernardino,Smith Mission,923,2024-05-08 04:40:31
PR0002496,C00212,P0246281,1,11.86,Ronald Montes,270-246-7126,California,Herlong,Lassen,Cook Keys,12900,2024-04-22 01:15:06
PR0004794,C04202,P0246310,1,11.86,Timothy Hanson,212-513-7935,South Dakota,Mc Laughlin,Corson,Eddie Wells,2370,2024-05-05 22:09:28
PR0002337,C03609,P0246311,2,23.72,Jocelyn Davis,542-237-5171,Oklahoma,Arkoma,Le Flore,Jared Plains,1514,2024-05-14 07:08:16
PR0004953,C05652,P0246368,1,11.86,Jose Mcpherson,841-217-9642,North Carolina,Granite Falls,Caldwell,Deborah Station,78814,2024-04-22 21:41:12
PR0005577,C04770,P0246382,2,23.72,Don Rush,719-984-1500,New Mexico,Petaca,Rio Arriba,Sara Bypass,54,2024-04-19 11:51:50
PR0007101,C03044,P0246448,2,23.72,Beverly Powell,414-797-8013,Pennsylvania,East Brady,Clarion,Alvarado Crescent,39554,2024-04-23 03:04:16
PR0000880,C03011,P0246448,2,23.72,Raymond Le,211-413-5179,Alabama,Bessemer,Jefferson,Brian Rapid,307,2024-05-13 16:34:13
PR0005357,C05523,P0246514,1,19.04,Sharon Stanley,347-941-4614,Kentucky,Olaton,Ohio,Stephanie Divide,108,2024-04-17 07:41:31
PR0006746,C02180,P0246736,1,11.86,David Wilson,841-673-6598,Texas,Hughes Springs,Cass,Steele Pass,6929,2024-05-06 13:53:45
PR0006038,C03264,P0246742,2,23.72,Jacob Hurley,541-336-3509,Colorado,Hartsel,Park,Jonathan Crescent,201,2024-05-09 00:14:08
PR0000762,C02508,P0246830,1,11.96,Kevin Kelly,507-507-5724,Montana,Olive,Powder River,Krista Course,7472,2024-04-19 20:08:45
PR0002209,C05596,P0246930,3,35.58,Jesse Lynch,921-901-4500,Utah,Minersville,Beaver,Alexander Ways,8916,2024-04-16 13:34:02
PR0004882,C03640,P0246973,5,59.3,Erica Mullen,446-590-4356,Virginia,Kents Store,Fluvanna,Patricia Terrace,3255,2024-05-03 23:18:46
PR0003701,C01344,P0247030,1,11.86,Tiffany Archer,975-462-3456,California,Whiskeytown,Shasta,Hernandez Motorway,14773,2024-04-24 12:22:25
PR0001440,C02499,P0247084,2,23.72,Brandi Patel,639-590-5129,Arkansas,Alpine,Clark,Clarke Village,38915,2024-04-19 06:49:26
